ts_iso,gps_lat,gps_lon,gps_ts,awa_deg,wind_spd,ch1_pwr,ch1_cur,ch2_pwr,ch2_cur,ch3_pwr,ch3_cur,heading,rotation_vector,geomag_rotation_vector,gyro_z_dps,heading_source,mode,auto_mode,wp_left,dist_m,brg_deg,err_deg,rudder_deg,sail_deg,thr_us,fix_q,awa_raw_deg,twd_deg,twa_deg,tws_mps,sail_state,sail_fault,sail_reason,beating,tacked,tack,xte_m,des_hdg_deg,motor_assist,propulsion,sailing,settled,session,sys_temp_c,sys_volts_v
2026-08-19T15:37:58.523905+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.73776777677768,3.0,-0.08970560000000001,-0.0068000000000000005,-0.026384,-0.002,0.7593984,0.0576,61.819161786457585,54.81429166473157,52.90107916740704,11.08,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,90.78032109050753,22.949885250573747,-36.003600360036,,1,82.06,129.9203602842731,80.03495700108147,2.7072867799752602,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,65.2,0.936
2026-08-19T15:37:58.640231+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.51776777677768,3.0,-0.08448000000000001,-0.0064,-0.03168000000000001,-0.0024000000000000002,0.711936,0.054,60.27045949079928,54.81429166473157,50.33379922443346,9.06,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,91.57712390044486,23.399883000585,-36.003600360036,,1,81.84,127.82041487060502,79.32891271423654,2.7200987222761706,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,64.2,0.936
2026-08-19T15:37:58.755330+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.41776777677767,2.8,-0.079152,-0.006,-0.03168000000000001,-0.0024000000000000002,0.6908416000000001,0.0524,58.299512479377825,54.81429166473157,44.590799362720595,6.83,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,92.10582822032052,23.699881500592497,-36.003600360036,,1,81.74,125.92386041337716,78.229161066946,2.721230864621403,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,64.7,0.936
2026-08-19T15:37:58.868502+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.337767776777675,2.8,-0.079152,-0.006,-0.03168000000000001,-0.0024000000000000002,0.7013888,0.0532,55.38555567208982,44.54213982946885,40.762188747113164,6.83,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,92.3794538742332,23.84988075059625,-36.003600360036,,1,81.66,124.23548739034413,77.06949236378864,2.7222669764673504,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,64.7,0.936
2026-08-19T15:37:58.984011+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.257767776777676,2.8,-0.08448000000000001,-0.0064,-0.0211072,-0.0016,0.7852896000000001,0.05960000000000001,52.3271474970972,44.54213982946885,37.23864307632554,7.95,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,92.44510312437461,23.84988075059625,-36.003600360036,,1,81.58,122.71925983663624,75.82689046399344,2.723253119228541,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,64.2,0.936
2026-08-19T15:37:59.099081+00:00,47.69662281283333,9.195475417333334,2026-08-19T15:52:42+00:00,59.197767776777674,2.8,-0.08970560000000001,-0.0068000000000000005,-0.0316608,-0.0024000000000000002,0.8912384,0.0676,45.06506634781357,44.54213982946885,23.82670385634306,6.94,rm3100_calibrated,AUTO,AutoP2P,1,20.65966885343713,139.271823246876,92.53490804613506,23.999880000599997,-33.00330033003301,,1,81.52,121.38086766435214,74.55414754185074,2.7241858931856147,SAILING,NOMINAL,on course,False,False,1,-19.44796660925297,87.93164669923976,False,sail,True,False,20260819_172759,64.2,0.936
2026-08-19T15:37:59.213616+00:00,47.696620707166666,9.195478204833334,,60.99795379537953,2.8,-0.0949824,-0.0072,-0.0369376,-0.0028,0.8696160000000001,0.066,40.72631301521682,44.54213982946885,16.621909251416294,6.6,rm3100_calibrated,AUTO,AutoP2P,1,20.34573270984155,139.28817617396476,97.4077841583985,26.0998695006525,-30.003000300030003,,1,81.46,120.42320542755897,73.68629022681802,2.7252377527127294,SAILING,NOMINAL,on course,False,False,1,-19.154401436624514,87.72087598293467,False,sail,True,False,20260819_172759,64.2,0.936
2026-08-19T15:37:59.328589+00:00,47.696620707166666,9.195478204833334,2026-08-19T15:52:43+00:00,62.8081398139814,2.8,-0.121072,-0.0092,0.310576,0.0236,0.7360640000000002,0.05600000000000001,36.49969861625982,44.54213982946885,9.537584021563491,7.72,rm3100_calibrated,AUTO,AutoP2P,1,20.34573270984155,139.28817617396476,99.80510591440435,27.2998635006825,-33.00330033003301,,1,81.41,119.21634553223441,77.33595351666816,2.7264295460767776,SAILING,NOMINAL,on course,False,False,1,-19.154401436624514,87.72087598293467,False,sail,True,False,20260819_172759,64.2,0.936
2026-08-19T15:37:59.443840+00:00,47.696620707166666,9.195478204833334,2026-08-19T15:52:43+00:00,60.85795379537953,2.8,-0.08965120000000001,-0.0068000000000000005,0.07910400000000001,0.006,0.8274528000000001,0.06280000000000001,32.620732286851364,40.794816521462394,358.8349702623731,11.19,rm3100_calibrated,AUTO,AutoP2P,1,20.34573270984155,139.28817617396476,100.75293991631622,27.749861250693748,-36.003600360036,,1,81.32,118.07929324490044,78.59622298534003,2.7229076093626166,SAILING,NOMINAL,on course,False,False,1,-19.154401436624514,87.72087598293467,False,sail,True,False,20260819_172759,64.7,0.936
2026-08-19T15:37:59.558674+00:00,47.696620707166666,9.195478204833334,2026-08-19T15:52:43+00:00,58.95776777677768,2.8,-0.08448000000000001,-0.0064,-0.03168000000000001,-0.0024000000000000002,0.7277568000000001,0.055200000000000006,28.888168816004395,40.794816521462394,353.14641140639463,12.65,rm3100_calibrated,AUTO,AutoP2P,1,20.34573270984155,139.28817617396476,101.12461632809885,19.799901000494998,-36.003600360036,,1,81.28,116.71061061491855,78.17537435727002,2.7190302248840466,SAILING,NOMINAL,"beating port tack, xte -19.2m of 25m",True,False,1,-19.154401436624514,69.71061061491855,False,sail,True,False,20260819_172759,65.7,0.936
