ts_iso,gps_lat,gps_lon,gps_ts,awa_deg,heading,rotation_vector,geomag_rotation_vector,gyro_z_dps,heading_source,sys_temp_c,sys_volts_v
2026-08-04T06:46:02.682198+00:00,47.69452867966667,9.192761199833331,2026-08-04T06:46:02+00:00,,252.6595079132253,272.2844255247493,252.58267955174057,0.0,rm3100_calibrated,56.9,0.936
2026-08-04T06:46:02.792229+00:00,47.69452867966667,9.192761199833331,2026-08-04T06:46:02+00:00,,252.68004919789087,272.2844255247493,252.74167305188783,0.0,rm3100_calibrated,56.4,0.936
2026-08-04T06:46:02.900670+00:00,47.69452867966667,9.192761199833331,2026-08-04T06:46:02+00:00,,252.6846118281585,272.2844255247493,252.69829971896115,0.0,rm3100_calibrated,56.4,0.936
2026-08-04T06:46:03.010508+00:00,47.69452867966667,9.192761199833331,2026-08-04T06:46:02+00:00,,252.6880338008591,272.2844255247493,252.67053510941656,0.0,rm3100_calibrated,57.4,0.87
2026-08-04T06:46:03.121272+00:00,47.694528936333334,9.192759132166668,,,252.6906002803846,272.2844255247493,252.71037828818737,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:03.233954+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.69554478233533,272.2844255247493,252.74455285067472,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:03.345610+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.70779679942015,272.2844255247493,252.76576253499843,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:03.457324+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.71698581223384,272.2844255247493,252.51508020592817,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:03.568920+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.7125558286814,272.2844255247493,252.6992658780244,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:03.686297+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.6836015591116,272.2844255247493,252.6511600445128,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:03.799199+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.672942080271,272.2844255247493,252.64096364374916,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:03.911485+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.66677041633875,272.2844255247493,252.648255424542,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:04.024660+00:00,47.694528936333334,9.192759132166668,2026-08-04T06:46:03+00:00,,252.6621416683895,272.2844255247493,252.6661703742717,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:04.138522+00:00,47.694528452,9.192755587833334,,,252.6586701074276,272.2844255247493,252.64096364374916,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:04.253558+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.66054517413863,272.2844255247493,252.78974816889175,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:04.366523+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.65564979154124,272.2844255247493,252.52343742307056,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:04.480082+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.66781689945196,272.2844255247493,252.6632718506997,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:04.594562+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.66692221009723,272.2844255247493,252.6642381420332,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:04.706891+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.6660096202479,272.2844255247493,252.6511600445128,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:04.822492+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.6622972263142,272.2844255247493,252.6268649837083,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:04.934933+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.6595129308639,272.2844255247493,252.7214702471626,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:05.048016+00:00,47.694528452,9.192755587833334,2026-08-04T06:46:04+00:00,,252.65135094407503,272.2844255247493,252.6258935176163,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:05.161061+00:00,47.69452789416667,9.1927525265,,,252.66888076984696,272.2844255247493,252.7416824897815,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:05.276167+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.6621992678663,272.2844255247493,252.6743952010976,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:05.387559+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.66524825117415,272.2844255247493,252.7667239843882,0.0,rm3100_calibrated,57.4,0.87
2026-08-04T06:46:05.502439+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.667534988655,272.2844255247493,252.62492193372947,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:05.615507+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.68450763242424,272.2844255247493,252.73542556373195,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:05.729370+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.66961120775056,272.2844255247493,252.55823261129495,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:05.843470+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.6763001682052,272.2844255247493,252.6963670495694,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:05.958136+00:00,47.69452789416667,9.1927525265,2026-08-04T06:46:05+00:00,,252.64678327897764,272.2844255247493,252.52538988699644,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:06.070058+00:00,47.694526728166664,9.192747095166666,,,252.64460112667385,272.2844255247493,252.63805466976237,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:06.185395+00:00,47.694526728166664,9.192747095166666,,,252.64173705177507,272.2844255247493,252.58170663386392,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:06.301947+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.6561192583374,272.2844255247493,252.6992658780244,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:06.421645+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.63751610221905,272.2844255247493,252.57046809255996,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:06.532880+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.65222883905665,272.2844255247493,252.6963670495694,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:06.645887+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.66326339168484,272.2844255247493,252.72050720922277,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:06.758947+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.67757434606935,272.2844255247493,252.7546239717346,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:06.873204+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.68830756185775,272.2844255247493,252.57339122575013,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:06.985468+00:00,47.694526728166664,9.192747095166666,2026-08-04T06:46:06+00:00,,252.63803166481057,272.2844255247493,252.6390244452116,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:07.099642+00:00,47.694525777833334,9.1927422125,,,252.6201659806777,272.2844255247493,252.5665689282792,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:07.211221+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.6248805968112,272.2844255247493,252.69829971896115,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:07.324859+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.62257410610596,272.2844255247493,252.6156546339903,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:07.447592+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.6415055093198,272.2844255247493,252.7214702471626,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:07.559413+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.63504279048743,272.2844255247493,252.59389583184748,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:07.672592+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.65315312995313,272.2844255247493,252.70748414835043,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:07.784587+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.676922950502,272.2844255247493,252.56851874668365,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:07.901299+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.69154860380945,272.2844255247493,252.73542556373195,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:08.016318+00:00,47.694525777833334,9.1927422125,2026-08-04T06:46:07+00:00,,252.660791139528,272.2844255247493,252.52538988699644,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:08.128395+00:00,47.69452498966667,9.192738366333334,,,252.65607662136577,272.2844255247493,252.6419330668792,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:08.242054+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.65254073274411,272.2844255247493,252.73350317775925,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:08.353400+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.65146940569355,272.2844255247493,252.648255424542,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:08.468241+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.67197784870996,272.2844255247493,252.7667239843882,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:08.579466+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.6660472426679,272.2844255247493,252.57241696607548,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:08.693676+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.6453381719616,272.2844255247493,252.59292448780565,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:08.812727+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.6472775969839,272.2844255247493,252.7185807838194,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:08.939380+00:00,47.69452498966667,9.192738366333334,2026-08-04T06:46:08+00:00,,252.63368931968944,272.2844255247493,252.5121469375015,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:09.067656+00:00,47.694523876333335,9.192736589833334,,,252.6473638152687,272.2844255247493,252.6883873020064,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:09.215630+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.66531159071644,272.2844255247493,252.6511600445128,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:09.351328+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.6683059545468,272.2844255247493,252.67728904603777,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:09.464884+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.66401947703832,272.2844255247493,252.59292448780565,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:09.580291+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.6673368692882,272.2844255247493,252.70119784498917,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:09.693353+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.66857786820776,272.2844255247493,252.73638658251275,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:09.806688+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.67051453804856,272.2844255247493,252.67632454757089,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:09.918883+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.6809626862514,272.2844255247493,252.7123071308602,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:10.031554+00:00,47.694523876333335,9.192736589833334,2026-08-04T06:46:09+00:00,,252.6887987974036,272.2844255247493,252.73542556373195,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:10.143262+00:00,47.6945226525,9.192736007833334,,,252.6946758807677,272.2844255247493,252.6176003664849,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:10.256082+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,,252.69534027127983,272.2844255247493,252.6973334428164,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:10.367781+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,,252.6759052950811,272.2844255247493,252.54984796471535,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:10.483991+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.67250533194303,272.2844255247493,252.6623054425292,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:10.596193+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.6680428803245,272.2844255247493,252.647286983492,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:10.708759+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.67512392263575,272.2844255247493,252.7094136917061,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:10.820863+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.66816468784987,272.2844255247493,252.5646186371793,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:10.933994+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.6641555200988,272.2844255247493,252.65212801684572,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:11.046200+00:00,47.6945226525,9.192736007833334,2026-08-04T06:46:10+00:00,140.0,252.6440297280344,272.2844255247493,252.58365235184124,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:11.160094+00:00,47.69452123833333,9.192737386166666,,140.0,252.6460543002372,272.2844255247493,252.708448978434,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:11.271232+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.65609007320936,272.2844255247493,252.68619739212585,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:11.385361+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.66361690293857,272.2844255247493,252.63805466976237,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:11.496960+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.6614601863671,272.2844255247493,252.62783633202633,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:11.611931+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.67344856270188,272.2844255247493,252.7094136917061,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:11.723886+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.662045505033,272.2844255247493,252.59680915915337,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:11.839518+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.67388755170123,272.2844255247493,252.73254181052624,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:11.953703+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.68276908670236,272.2844255247493,252.7094136917061,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:12.067867+00:00,47.69452123833333,9.192737386166666,2026-08-04T06:46:11+00:00,140.0,252.68943023795327,272.2844255247493,252.59195302625932,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:12.185562+00:00,47.694519937,9.192739944166666,,140.0,252.6944261013914,272.2844255247493,252.71327137709312,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:12.302740+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.67890806083813,272.2844255247493,252.6753599325977,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:12.423288+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.6684522398366,272.2844255247493,252.6258935176163,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:12.535265+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.66715714255236,272.2844255247493,252.6632718506997,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:12.647725+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.66618581958917,272.2844255247493,252.7185807838194,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:12.765067+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.67348949949175,272.2844255247493,252.6954005391994,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:12.877708+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.68476232057367,272.2844255247493,252.76576253499843,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:12.990666+00:00,47.694519937,9.192739944166666,2026-08-04T06:46:12+00:00,140.0,252.68742187523017,272.2844255247493,252.65309587205115,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:13.105697+00:00,47.694518994166664,9.192742745,,140.0,252.6746745821829,272.2844255247493,252.59389583184748,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:13.218455+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.6723070157748,272.2844255247493,252.7094136917061,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:13.330150+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.66495585498387,272.2844255247493,252.642902372611,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:13.443065+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.65944248439064,272.2844255247493,252.55725629670172,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:13.554429+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.6553074564457,272.2844255247493,252.6550312311624,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:13.666819+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.63879713356152,272.2844255247493,252.5892661649089,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:13.779110+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.64285565796172,272.2844255247493,252.67921769353455,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:13.891342+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.65194616685497,272.2844255247493,252.6973334428164,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:14.007324+00:00,47.694518994166664,9.192742745,2026-08-04T06:46:13+00:00,140.0,252.67180310008817,272.2844255247493,252.648255424542,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:14.119796+00:00,47.69451827933333,9.192746254,,140.0,252.66967028774104,272.2844255247493,252.6632718506997,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:14.231782+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.66807067848072,272.2844255247493,252.70119784498917,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:14.345555+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.66687097153545,272.2844255247493,252.56851874668365,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:14.457482+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.6754526898989,272.2844255247493,252.7214702471626,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:14.569995+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.66306289682825,272.2844255247493,252.6258935176163,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:14.682664+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.6776647344118,272.2844255247493,252.7825648566345,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:14.795465+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.6647219302129,272.2844255247493,252.6185730556831,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:14.910910+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.6576219687917,272.2844255247493,252.6152983582437,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:15.024004+00:00,47.69451827933333,9.192746254,2026-08-04T06:46:14+00:00,140.0,252.66531330209537,272.2844255247493,252.708448978434,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:15.137307+00:00,47.694517571166664,9.192748690333334,,140.0,252.67609722118004,272.2844255247493,252.71037828818737,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:15.249487+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.6841851604936,272.2844255247493,252.65212801684572,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:15.363644+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.690733442417,272.2844255247493,252.7214702471626,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:15.475685+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.6898413906124,272.2844255247493,252.68716523519873,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:15.589432+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.6977486047499,272.2844255247493,252.79166428247044,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:15.701741+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.7011471455371,272.2844255247493,252.71134276789857,0.0,rm3100_calibrated,56.9,0.87
2026-08-04T06:46:15.814952+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.70560773032025,272.2844255247493,252.77776711915084,0.0,rm3100_calibrated,55.0,0.87
2026-08-04T06:46:15.927216+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.6950237604151,272.2844255247493,252.58267955174057,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.040422+00:00,47.694517571166664,9.192748690333334,2026-08-04T06:46:15+00:00,140.0,252.70163538210204,272.2844255247493,252.7214702471626,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:16.152923+00:00,47.69451670383334,9.192750984,,140.0,252.67774182206404,272.2844255247493,252.6060611419503,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.266109+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.68867392833863,272.2844255247493,252.78064610996853,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.378864+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.7051798141905,272.2844255247493,252.75469747174623,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.492783+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.72404638813495,272.2844255247493,252.79262216552775,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:16.605419+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.7317091590378,272.2844255247493,252.6973334428164,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.719768+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.7114175593796,272.2844255247493,252.67632454757089,0.0,rm3100_calibrated,54.5,0.87
2026-08-04T06:46:16.834459+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.70264430642737,272.2844255247493,252.68426135377717,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:16.946444+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.69804856826477,272.2844255247493,252.72243316862193,0.0,rm3100_calibrated,56.4,0.87
2026-08-04T06:46:17.059498+00:00,47.69451670383334,9.192750984,2026-08-04T06:46:16+00:00,140.0,252.6946017646428,272.2844255247493,252.59583816750057,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:17.171631+00:00,47.6945163005,9.192753607666669,,140.0,252.69782236056972,272.2844255247493,252.70748414835043,0.0,rm3100_calibrated,54.5,0.87
2026-08-04T06:46:17.293868+00:00,47.6945163005,9.192753607666669,2026-08-04T06:46:17+00:00,140.0,252.68639877463875,272.2844255247493,252.65212801684572,0.0,rm3100_calibrated,56.0,0.87
2026-08-04T06:46:17.415657+00:00,47.6945163005,9.192753607666669,2026-08-04T06:46:17+00:00,140.0,252.67140531810435,272.2844255247493,252.8036185453198,0.0,rm3100_calibrated,55.5,0.87
2026-08-04T06:46:17.528512+00:00,47.6945163005,9.192753607666669,2026-08-04T06:46:17+00:00,140.0,252.66634399970644,272.2844255247493,252.56949347867737,0.0,rm3100_calibrated,55.0,0.87
